"trial_id","criterion_type","ad_domain","clinical_concept","operator","value_lower","value_upper","units","diagnostic_framework","severity_stage","source_sentence","temporal_scope","evidence_type","certainty"
"NCT04770220","exclusion","comorbidities","Seizure history","history/presence of","NA","NA","NA","NA","NA","History of seizures, excluding febrile seizures of childhood or a single distant seizure (\> 5 years).","NA","clinical_exam","must not"
"NCT04770220","exclusion","demographics","Age",">","5","NA","years","NA","NA","History of seizures, excluding febrile seizures of childhood or a single distant seizure (\> 5 years).","NA","NA","must not"
"NCT04770220","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","Medically confirmed history of recent cerebral infarct or transient ischemic attack within one year prior to screening.","prior to screening","clinical_exam","must not"
"NCT04770220","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Medically confirmed history of recent cerebral infarct or transient ischemic attack within one year prior to screening.","prior to screening","NA","must not"
"NCT04777396","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Male or female, aged 55-85 years (both inclusive) at the time of signing informed consent.","NA","NA","must"
"NCT04777396","inclusion","demographics","Age","between","55","85","years","NA","NA","Male or female, aged 55-85 years (both inclusive) at the time of signing informed consent.","NA","NA","must"
"NCT04777396","inclusion","other","MCI diagnosis","NA","NA","NA","NA","NIA-AA","MCI due to AD","MCI (mild cognitive impairment) or mild dementia of the Alzheimer's type according to the NIA-AA (National Institute of Aging-Alzheimer's Association) 2018 criteria.","NA","clinical_exam","must"
"NCT04777396","inclusion","other","AD dementia diagnosis","NA","NA","NA","NA","NIA-AA","MCI due to AD","MCI (mild cognitive impairment) or mild dementia of the Alzheimer's type according to the NIA-AA (National Institute of Aging-Alzheimer's Association) 2018 criteria.","NA","clinical_exam","must"
"NCT04777396","inclusion","global_impairment","CDR global score","=","0.5","NA","score","NA","NA","CDR (Clinical Dementia Rating) global score of 0.5 and CDR of 0.5 or more in at least one of the three instrumental activities of daily living categories (personal care, home \& hobbies, community affairs) Or CDR global score of 1.0","NA","clinical_exam","must"
"NCT04777396","inclusion","daily_function","Activities of daily living",">=","0.5","NA","score","NA","NA","CDR (Clinical Dementia Rating) global score of 0.5 and CDR of 0.5 or more in at least one of the three instrumental activities of daily living categories (personal care, home \& hobbies, community affairs) Or CDR global score of 1.0","NA","questionnaire","must"
"NCT04777396","inclusion","global_impairment","CDR global score","=","1.0","NA","score","NA","NA","CDR (Clinical Dementia Rating) global score of 0.5 and CDR of 0.5 or more in at least one of the three instrumental activities of daily living categories (personal care, home \& hobbies, community affairs) Or CDR global score of 1.0","NA","clinical_exam","must"
"NCT04777396","inclusion","cognition","RBANS","NA","NA","NA","NA","NA","NA","RBANS (Repeatable Battery for the Assessment of Neuropsychological Status) delayed memory index score of below or equal to 85","NA","cognitive_test","must"
"NCT04777396","inclusion","cognition","RBANS","NA","NA","NA","NA","NA","NA","RBANS (Repeatable Battery for the Assessment of Neuropsychological Status) delayed memory index score of below or equal to 85","NA","cognitive_test","must"
"NCT04777396","inclusion","cognition","MMSE",">=","22","NA","score","NA","NA","MMSE (Mini-Mental State Examination) greater than or equal to 22","NA","cognitive_test","must"
"NCT04777396","inclusion","biomarkers","Amyloid pathology","positive","NA","NA","NA","NA","NA","Amyloid positivity established with either amyloid PET (positron emission tomography), CSF (cerebrospinal fluid) Aβ1-42 or CSF Aβ1-42/Aβ1-40 .","NA","NA","must"
"NCT04777396","inclusion","biomarkers","CSF biomarkers","NA","NA","NA","NA","NA","NA","Amyloid positivity established with either amyloid PET (positron emission tomography), CSF (cerebrospinal fluid) Aβ1-42 or CSF Aβ1-42/Aβ1-40 .","NA","CSF","must"
"NCT04777396","inclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","If receiving an approved Alzheimer's disease treatment (such as acetylcholinesterase inhibitors, memantine or aducanumab) the dose must have been stable for at least 3 months prior to screening and should not be changed during the trial unless medically necessary.","prior to screening","NA","must"
"NCT04777396","inclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","If receiving an approved Alzheimer's disease treatment (such as acetylcholinesterase inhibitors, memantine or aducanumab) the dose must have been stable for at least 3 months prior to screening and should not be changed during the trial unless medically necessary.","prior to screening","NA","must"
"NCT04777396","inclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","If receiving an approved Alzheimer's disease treatment (such as acetylcholinesterase inhibitors, memantine or aducanumab) the dose must have been stable for at least 3 months prior to screening and should not be changed during the trial unless medically necessary.","prior to screening","NA","must"
"NCT04777396","exclusion","imaging","Brain MRI","history/presence of","NA","NA","NA","NA","NA","Brain MRI (or CT) scan suggestive of clinically significant structural CNS disease confirmed by central read (e.g. cerebral large-vessel disease \[large vessel (cortical) infarcts greater than 10 mm in diameter\], prior macro-haemorrhage \[greater than 1 cm\^3\], cerebral vascular malformations, cortical hemosiderosis, intracranial aneurism(s), intracranial tumours, changes suggestive of normal pressure hydrocephalus).","NA","MRI","must not"
"NCT04777396","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Brain MRI (magnetic resonance imaging) (or CT) scan suggestive of significant small vessel pathology confirmed by central read and defined as greater than1 lacunar infarct and/or ARWMC (age-related white matter changes) greater than 2, (WM (white matter) greater than 20 mm) in the deep white matter and periventricular regions.","NA","MRI","must not"
"NCT04777396","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Brain MRI (magnetic resonance imaging) (or CT) scan suggestive of significant small vessel pathology confirmed by central read and defined as greater than1 lacunar infarct and/or ARWMC (age-related white matter changes) greater than 2, (WM (white matter) greater than 20 mm) in the deep white matter and periventricular regions.","NA","MRI","must not"
"NCT04777396","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Brain MRI (magnetic resonance imaging) (or CT) scan suggestive of significant small vessel pathology confirmed by central read and defined as greater than1 lacunar infarct and/or ARWMC (age-related white matter changes) greater than 2, (WM (white matter) greater than 20 mm) in the deep white matter and periventricular regions.","NA","MRI","must not"
"NCT04777396","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Brain MRI (or CT) scan suggestive of strategic infarcts defined as bilateral thalamic lacunar infarcts and singular paramedian thalamic infarcts confirmed by central read.","NA","MRI","must not"
"NCT04777396","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Brain MRI (or CT) scan suggestive of strategic infarcts defined as bilateral thalamic lacunar infarcts and singular paramedian thalamic infarcts confirmed by central read.","NA","MRI","must not"
"NCT04777396","exclusion","other","MCI diagnosis","NA","NA","NA","NA","NA","mild AD dementia","Evidence of a relevant neurological disorder other than MCI or mild dementia of the Alzheimer's type at screening, including but not limited to Parkinson's disease, Lewy body disease, frontotemporal dementia of any type, Huntington's disease, amyotrophic lateral sclerosis, multiple sclerosis, systemic lupus erythematosus, progressive supranuclear palsy, neurosyphilis, HIV (human immunodeficiency virus), learning disability, intellectual disability, hypoxic cerebral damage, or significant head trauma with loss of consciousness that led to persistent cognitive deficits","at screening","clinical_exam","must not"
